ins,model,time,groundsize
insttri2010_51_5,0+,199.995,3544
insttri240_1_1,1+,0.408,3441
insttri240_1_2,1+,0.796,3441
insttri240_17_1,0+,199.993,3409
insttri240_17_2,1+,0.961,3409
insttri240_25_1,1+,1.122,3393
insttri240_25_2,1+,2.808,3393
insttri240_33_1,0+,199.995,3377
insttri240_33_2,1+,0.848,3377
insttri240_41_2,1+,1.355,3361
insttri240_49_1,1+,5.573,3345
insttri240_49_2,0+,199.996,3345
insttri240_57_1,1+,2.243,3329
insttri240_57_2,1+,3.122,3329
insttri240_65_1,1+,1.939,3313
insttri240_65_2,1+,2.735,3313
insttri240_73_1,0+,199.995,3297
insttri240_73_2,1+,0.411,3297
insttri240_81_1,1+,2.272,3281
insttri240_81_2,1+,2.275,3281
insttri240_89_1,0+,199.996,3265
insttri240_89_2,0+,199.995,3265
insttri240_9_1,1+,0.815,3425
insttri240_9_2,1+,14.447,3425
insttri280_1_1,1+,1.361,4137
insttri280_1_2,1+,5.835,4137
insttri280_17_1,1+,14.034,4105
insttri280_17_2,1+,1.287,4105
insttri280_25_1,1+,6.524,4089
insttri280_25_2,1+,2.035,4089
insttri280_33_1,1+,19.380,4073
insttri280_33_2,0+,199.994,4073
insttri280_41_1,1+,1.508,4057
insttri280_41_2,0+,199.995,4057
insttri280_49_1,1+,3.458,4041
insttri280_49_2,1+,5.853,4041
insttri280_57_1,1+,2.845,4025
insttri280_57_2,1+,15.164,4025
insttri280_65_1,1+,2.180,4009
insttri280_65_2,1+,14.452,4009
insttri280_73_1,1+,33.393,3994
insttri280_73_2,1+,0.993,3993
insttri280_81_1,1+,7.664,3977
insttri280_81_2,1+,15.049,3977
insttri280_89_1,1+,18.348,3961
insttri280_89_2,0+,199.995,3961
insttri280_9_1,1+,3.078,4121
insttri280_9_2,1+,4.105,4121
insttri3010_301_0,1+,35.021,4564
insttri3010_301_2,0+,199.994,4564
insttri3010_301_3,0+,199.994,4564
insttri3010_301_5,0+,199.994,4565
insttri3010_301_6,0+,199.995,4564
insttri3010_301_7,0+,199.995,4565
insttri3010_301_8,0+,199.994,4564
insttri3010_311_0,0+,199.995,4544
insttri3010_311_3,0+,199.994,4544
insttri3010_311_4,0+,199.995,4544
insttri3010_311_7,0+,199.995,4544
insttri3010_311_8,0+,199.995,4545
insttri320_1_1,1+,12.771,4509
insttri320_1_2,1+,0.509,4509
insttri320_17_1,1+,22.244,4477
insttri320_17_2,1+,0.559,4477
insttri320_25_1,1+,8.268,4461
insttri320_25_2,1+,8.719,4461
insttri320_33_1,1+,11.100,4445
insttri320_33_2,1+,0.179,4445
insttri320_41_1,1+,1.596,4429
insttri320_41_2,1+,20.655,4429
insttri320_49_1,1+,5.039,4413
insttri320_49_2,1+,37.427,4413
insttri320_57_1,1+,35.526,4397
insttri320_57_2,1+,24.981,4397
insttri320_65_1,1+,1.584,4381
insttri320_65_2,1+,5.737,4381
insttri320_73_1,1+,3.746,4365
insttri320_73_2,1+,18.827,4365
insttri320_81_1,1+,0.390,4349
insttri320_81_2,1+,9.221,4349
insttri320_89_1,1+,31.396,4333
insttri320_89_2,1+,2.359,4333
insttri320_9_1,1+,1.398,4493
insttri320_9_2,1+,21.469,4493
insttri360_1_1,1+,9.175,5301
insttri360_1_2,1+,146.935,5301
insttri360_17_1,1+,17.048,5269
insttri360_17_2,1+,6.962,5269
insttri360_25_1,1+,2.453,5253
insttri360_25_2,1+,87.871,5253
insttri360_33_1,1+,139.008,5237
insttri360_33_2,1+,3.170,5237
insttri360_41_1,1+,1.820,5221
insttri360_41_2,1+,55.612,5221
insttri360_49_1,1+,97.111,5205
insttri360_49_2,0,0.013,5205
insttri360_57_1,1+,49.796,5189
insttri360_57_2,1+,79.511,5190
insttri360_65_1,1+,7.243,5173
insttri360_65_2,1+,37.252,5173
insttri360_73_1,0+,199.994,5157
insttri360_73_2,1+,1.586,5157
insttri360_81_1,1+,25.245,5141
insttri360_81_2,1+,59.230,5141
insttri360_89_1,1+,8.552,5125
insttri360_89_2,1+,30.347,5125
insttri360_9_1,1+,42.136,5285
insttri360_9_2,1+,12.475,5285
insttri400_1_1,1+,134.079,5721
insttri400_1_2,1+,40.034,5721
insttri400_17_1,1+,84.093,5689
insttri400_17_2,1+,0.353,5689
insttri400_25_1,1+,32.316,5673
insttri400_25_2,1+,34.199,5673
insttri400_33_1,1+,9.132,5657
insttri400_33_2,1+,37.008,5657
insttri400_41_1,1+,35.547,5641
insttri400_41_2,0+,199.994,5641
insttri400_49_1,1+,7.538,5625
insttri400_49_2,1+,47.481,5625
insttri400_57_1,1+,2.427,5609
insttri400_57_2,1+,19.608,5609
insttri400_65_1,1+,61.351,5593
insttri400_65_2,1+,41.782,5593
insttri400_73_1,0+,199.994,5577
insttri400_73_2,1+,107.286,5577
insttri400_81_1,0+,199.995,5561
insttri400_81_2,0+,199.994,5561
insttri400_89_1,0+,199.993,5546
insttri400_89_2,0+,199.995,5545
insttri400_9_1,1+,142.061,5706
insttri400_9_2,1+,127.784,5705
insttrapezioid_25_15_105_4.csv,0+,199.994,7096
insttrapezioid_25_15_120_3.csv,0+,199.994,7067
insttrapezioid_25_15_165_4.csv,0+,199.993,6976
insttrapezioid_25_15_170_2.csv,0+,199.991,6966
insttrapezioid_30_10_110_0.csv,1+,10.252,4946
insttrapezioid_30_10_115_3.csv,1+,20.064,4936
insttrapezioid_30_10_130_2.csv,1+,81.212,4906
insttrapezioid_30_10_140_0.csv,0+,199.994,4886
insttrapezioid_30_10_150_4.csv,1+,2.781,4866
insttrapezioid_30_10_155_1.csv,1+,35.148,4856
insttrapezioid_30_10_155_4.csv,1+,154.002,4856
insttrapezioid_30_10_160_4.csv,1+,43.055,4846
insttrapezioid_30_10_170_4.csv,1+,19.904,4826
insttrapezioid_30_10_175_2.csv,1+,21.906,4817
insttrapezioid_30_10_180_2.csv,1+,36.453,4806
insttrapezioid_30_10_180_3.csv,0+,199.994,4806
insttrapezioid_30_10_185_2.csv,1+,6.622,4797
insttrapezioid_30_10_80_3.csv,1+,9.381,5006
insttrapezioid_30_10_85_0.csv,1+,53.531,4996
insttrapezioid_30_10_85_2.csv,1+,7.340,4996
insttrapezioid_30_10_95_1.csv,1+,2.411,4976
insttrapezioid_20_15_100_2.csv,1+,17.037,5946
insttrapezioid_20_15_105_1.csv,1+,106.963,5937
insttrapezioid_20_15_105_2.csv,1+,14.708,5936
insttrapezioid_20_15_105_3.csv,0+,199.993,5936
insttrapezioid_20_15_110_1.csv,1+,126.119,5926
insttrapezioid_20_15_110_2.csv,1+,107.655,5926
insttrapezioid_20_15_125_2.csv,1+,51.035,5896
insttrapezioid_20_15_135_0.csv,0+,199.994,5876
insttrapezioid_20_15_140_2.csv,0+,199.994,5866
insttrapezioid_20_15_145_0.csv,0+,199.994,5856
insttrapezioid_20_15_155_3.csv,1+,56.546,5836
insttrapezioid_20_15_160_2.csv,1+,56.475,5826
insttrapezioid_20_15_80_3.csv,1+,12.178,5986
instrectSubFourTwo5_1_0,1+,1.233,2037
instrectSubFourTwo5_10_11,0+,199.996,2019
instrectSubFourTwo5_10_14,0+,199.996,2019
instrectSubFourTwo5_10_15,1+,0.781,2019
instrectSubFourTwo5_10_17,0+,199.994,2019
instrectSubFourTwo5_10_5,1+,114.149,2019
instrectSubFourTwo5_11_11,1+,12.171,2017
instrectSubFourTwo5_11_17,1+,127.312,2017
instrectSubFourTwo5_1_19,1+,144.663,2037
instrectSubFourTwo5_12_0,0+,199.994,2015
instrectSubFourTwo5_12_1,1+,1.326,2015
instrectSubFourTwo5_12_11,1+,68.049,2015
instrectSubFourTwo5_12_15,1+,24.013,2015
instrectSubFourTwo5_12_16,0+,199.996,2015
instrectSubFourTwo5_12_17,1+,189.075,2015
instrectSubFourTwo5_12_18,1+,57.626,2015
instrectSubFourTwo5_12_19,1+,3.325,2015
instrectSubFourTwo5_12_3,1+,24.040,2015
instrectSubFourTwo5_14_0,1+,8.515,2011
instrectSubFourTwo5_14_13,1+,27.361,2011
instrectSubFourTwo5_16_0,0+,199.996,2007
instrectSubFourTwo5_16_1,1+,0.187,2007
instrectSubFourTwo5_16_19,1+,138.224,2007
instrectSubFourTwo5_16_2,1+,61.295,2007
instrectSubFourTwo5_16_4,1+,17.073,2007
instrectSubFourTwo5_16_5,0+,199.995,2007
instrectSubFourTwo5_16_7,1+,1.879,2007
instrectSubFourTwo5_1_7,0+,199.994,2037
instrectSubFourTwo5_18_10,1+,59.396,2003
instrectSubFourTwo5_18_11,1+,12.959,2004
instrectSubFourTwo5_20_14,1+,6.348,1999
instrectSubFourTwo5_20_15,1+,3.565,1999
instrectSubFourTwo5_20_6,1+,23.335,1999
instrectSubFourTwo5_20_7,1+,20.493,1999
instrectSubFourTwo5_20_9,1+,19.992,2000
instrectSubFourTwo5_2_10,1+,1.713,2035
instrectSubFourTwo5_21_0,1+,5.469,1997
instrectSubFourTwo5_2_11,1+,27.607,2035
instrectSubFourTwo5_21_16,1+,9.125,1997
instrectSubFourTwo5_21_17,1+,9.711,1997
instrectSubFourTwo5_21_19,1+,3.824,1997
instrectSubFourTwo5_2_12,1+,3.098,2035
instrectSubFourTwo5_2_13,1+,34.004,2035
instrectSubFourTwo5_2_15,1+,19.658,2035
instrectSubFourTwo5_21_9,0+,199.995,1997
instrectSubFourTwo5_22_14,1+,6.811,1995
instrectSubFourTwo5_22_16,1+,49.857,1995
instrectSubFourTwo5_22_19,1+,116.973,1995
instrectSubFourTwo5_22_2,1+,80.829,1995
instrectSubFourTwo5_22_7,1+,21.516,1995
instrectSubFourTwo5_2_3,1+,25.202,2035
instrectSubFourTwo5_24_10,1+,9.034,1991
instrectSubFourTwo5_24_16,1+,148.335,1991
instrectSubFourTwo5_24_7,1+,10.601,1991
instrectSubFourTwo5_24_8,1+,1.441,1991
instrectSubFourTwo5_24_9,1+,16.453,1991
instrectSubFourTwo5_2_6,1+,6.855,2035
instrectSubFourTwo5_26_10,1+,69.567,1987
instrectSubFourTwo5_26_13,1+,69.944,1987
instrectSubFourTwo5_26_3,1+,81.860,1987
instrectSubFourTwo5_26_7,1+,6.472,1987
instrectSubFourTwo5_28_4,1+,7.713,1983
instrectSubFourTwo5_2_9,1+,167.642,2035
instrectSubFourTwo5_30_12,1+,12.965,1980
instrectSubFourTwo5_30_17,1+,9.422,1979
instrectSubFourTwo5_30_4,0+,199.996,1979
instrectSubFourTwo5_30_7,1+,14.008,1979
instrectSubFourTwo5_31_15,1+,74.191,1977
instrectSubFourTwo5_31_16,1+,20.951,1978
instrectSubFourTwo5_32_17,1+,1.489,1975
instrectSubFourTwo5_34_0,1+,69.095,1971
instrectSubFourTwo5_34_11,1+,18.447,1971
instrectSubFourTwo5_34_19,1+,41.379,1971
instrectSubFourTwo5_36_5,1+,8.002,1967
instrectSubFourTwo5_38_17,1+,44.540,1963
instrectSubFourTwo5_38_2,1+,29.340,1963
instrectSubFourTwo5_4_11,1+,7.774,2031
instrectSubFourTwo5_41_13,1+,18.895,1957
instrectSubFourTwo5_4_12,0+,199.996,2031
instrectSubFourTwo5_4_13,1+,29.937,2031
instrectSubFourTwo5_4_14,1+,169.143,2031
instrectSubFourTwo5_4_17,1+,145.055,2031
instrectSubFourTwo5_4_6,1+,24.577,2031
instrectSubFourTwo5_4_7,1+,77.607,2031
instrectSubFourTwo5_4_9,0+,199.996,2031
instrectSubFourTwo5_51_1,0,54.490,1938
instrectSubFourTwo5_51_5,0,102.044,1937
instrectSubFourTwo5_6_0,1+,28.925,2027
instrectSubFourTwo5_6_12,1+,57.786,2027
instrectSubFourTwo5_61_5,0,179.487,1918
instrectSubFourTwo5_6_17,1+,12.267,2027
instrectSubFourTwo5_6_6,0+,199.994,2027
instrectSubFourTwo5_6_7,1+,75.119,2027
instrectSubFourTwo5_6_8,1+,24.837,2027
instrectSubFourTwo5_6_9,1+,167.903,2027
instrectSubFourTwo5_8_0,0+,199.996,2023
instrectSubFourTwo5_8_15,1+,80.472,2023
instrectSubFourTwo5_8_16,1+,16.809,2023
instrectSubFourTwo5_8_17,1+,26.131,2023
instrectSubFourTwo5_8_18,1+,56.982,2023
instrectSubFourTwo5_8_4,1+,52.537,2023
instrectSubFourTwo5_8_5,1+,27.569,2023
instrectSubFourTwo5_8_6,1+,31.055,2023
insttrisub300_190_13,0+,199.994,4091
insttrisub300_190_14,0+,199.995,4092
insttrisub300_190_19,1+,99.079,4091
insttrisub300_192_14,0+,199.995,4087
insttrisub300_192_17,1+,7.893,4087
insttrisub300_192_18,1+,9.808,4087
insttrisub300_192_2,1+,21.017,4087
insttrisub300_192_20,1+,32.940,4087
insttrisub300_192_8,1+,52.053,4087
insttrisub300_194_1,0+,199.995,4083
insttrisub300_194_10,1+,20.693,4083
insttrisub300_194_16,1+,3.629,4083
insttrisub300_196_12,1+,47.802,4079
insttrisub300_196_15,1+,2.287,4080
insttrisub300_196_17,1+,25.601,4079
insttrisub300_198_15,1+,13.867,4075
insttrisub300_198_20,1+,13.294,4075
insttrisub300_200_2,0+,199.992,4071
insttrisub300_200_4,1+,57.994,4072
insttrisub300_200_7,1+,59.470,4071
insttrisub300_201_2,1+,34.666,4069
insttrisub300_202_3,1+,105.750,4067
insttrisub300_204_17,1+,65.034,4063
insttrisub300_204_18,1+,163.445,4063
insttrisub300_204_3,1+,2.705,4063
insttrisub300_204_7,0+,199.995,4063
insttrisub300_204_9,1+,42.598,4063
insttrisub300_206_14,0+,199.994,4059
insttrisub300_208_11,1+,2.526,4055
insttrisub300_208_18,1+,58.452,4055
insttrisub300_208_4,0+,199.995,4055
insttrisub300_211_2,0+,199.994,4049
insttrisub300_214_19,1+,8.018,4043
insttrisub300_214_7,1+,50.972,4043
insttrisub300_216_3,0+,199.995,4039
insttrisub300_218_11,1+,1.684,4035
insttrisub300_218_13,1+,33.182,4035
insttrisub300_220_10,1+,26.321,4031
insttrisub300_220_12,0+,199.994,4031
insttrisub300_220_16,1+,84.943,4031
insttrisub300_220_17,1+,12.317,4031
insttrisub300_221_1,1+,1.069,4029
insttrisub300_221_2,0+,199.994,4029
insttrisub300_221_3,1+,15.138,4029
insttrisub300_224_11,1+,23.661,4023
insttrisub300_224_20,1+,14.849,4023
insttrisub300_224_6,1+,4.179,4024
insttrisub300_226_18,1+,111.738,4019
insttrisub300_226_19,0+,199.995,4019
insttrisub300_226_5,1+,102.053,4020
insttrisub300_228_3,1+,59.098,4015
insttrisub300_228_4,1+,8.759,4015
insttrisub300_228_7,1+,102.301,4016
insttrisub300_230_4,1+,51.652,4012
insttrisub300_231_1,1+,40.177,4009
