ins,model,time,groundsize
instrectL1412_24_37,1+,7.745,1867
instrectL1412_26_6,1+,3.034,1863
instrectL1412_28_19,1+,94.747,1858
instrectL1412_28_25,1+,9.315,1859
instrectL1412_28_27,1+,9.928,1858
instrectL1412_28_30,1+,5.214,1859
instrectL1412_28_31,1+,0.422,1859
instrectL1412_30_13,1+,118.887,1855
instrectL1412_30_16,1+,1.328,1855
instrectL1412_30_3,1+,4.177,1855
instrectL1412_30_30,1+,2.908,1855
instrectL1412_32_15,1+,7.177,1851
instrectL1412_32_25,1+,41.704,1851
instrectL1412_32_3,1+,1.811,1851
instrectL1412_32_30,1+,5.360,1851
instrectL1412_34_26,1+,6.211,1847
instrectL1412_36_16,1+,3.884,1843
instrectL1412_36_23,1+,2.448,1843
instrectL1412_38_13,1+,17.598,1839
instrectL1412_38_36,1+,14.053,1839
instrectL1412_4_12,1+,22.440,1907
instrectL1412_4_19,1+,8.731,1907
instrectL1412_42_30,1+,3.094,1831
instrectL1412_48_24,0+,199.993,1819
instrectL1412_4_9,1+,1.928,1907
instrectL1412_52_32,0+,199.993,1811
instrectL1412_58_12,0+,199.996,1798
instrectL1412_58_20,0+,199.995,1799
instrectL1412_58_36,0+,199.995,1799
instrectL1412_6_11,1+,3.237,1903
instrectL1412_6_17,1+,10.837,1903
instrectL1412_6_18,1+,17.707,1903
instrectL1412_6_23,1+,2.472,1903
instrectL1412_62_30,0+,199.995,1791
instrectL1412_6_32,1+,7.604,1903
instrectL1412_6_35,1+,5.773,1903
instrectL1412_6_36,1+,13.542,1903
instrectL1412_6_4,1+,7.831,1903
instrectL1412_64_33,0+,199.995,1787
instrectL1412_6_5,1+,5.837,1903
instrectL1412_6_6,1+,12.772,1903
instrectL1412_66_22,0,175.852,1783
instrectL1412_66_9,0+,199.996,1783
instrectL1412_68_15,0+,199.996,1779
instrectL1412_68_27,0,192.916,1779
instrectL1412_72_8,0+,199.996,1771
instrectL1412_8_0,1+,2.772,1899
instrectL1412_8_19,1+,8.455,1899
instrectL1412_8_21,1+,5.916,1899
instrectL1412_8_23,1+,15.716,1899
instrectL1412_8_37,1+,2.922,1899
instrectL1412_8_6,1+,5.056,1899
instrectL4_0_0,1+,20.061,2195
instrectL4_0_4,1+,20.119,2195
instrectL4_0_5,1+,20.108,2195
instrectL4_0_7,1+,20.081,2195
instrectL4_0_9,1+,20.100,2195
instrectL4_1_0,1+,11.381,2001
instrectL4_10_8,1+,87.640,2175
instrectL4_11_0,0+,199.996,1981
instrectL4_1_11,1+,15.580,2001
instrectL4_11_1,1+,20.191,1981
instrectL4_11_10,1+,14.929,1981
instrectL4_11_16,1+,9.854,1981
instrectL4_11_18,1+,6.522,1981
instrectL4_11_2,1+,30.430,1981
instrectL4_1_15,1+,32.872,2001
instrectL4_11_5,1+,3.350,1981
instrectL4_1_16,1+,3.148,2001
instrectL4_1_17,1+,1.233,2001
instrectL4_1_19,1+,1.406,2001
instrectL4_11_9,1+,5.007,1981
instrectL4_1_2,1+,7.619,2001
instrectL4_12_6,1+,12.802,2171
instrectL4_1_3,1+,33.598,2001
instrectL4_1_4,1+,12.061,2001
instrectL4_14_5,1+,37.229,2167
instrectL4_14_8,1+,8.759,2167
instrectL4_14_9,1+,56.392,2167
instrectL4_1_6,1+,22.165,2001
instrectL4_16_1,1+,25.315,2163
instrectL4_16_4,1+,85.333,2163
instrectL4_16_6,1+,30.866,2163
instrectL4_16_8,0+,199.995,2163
instrectL4_1_7,1+,11.074,2001
instrectL4_1_8,1+,16.779,2001
instrectL4_18_4,1+,123.246,2159
instrectL4_18_8,1+,2.818,2159
instrectL4_20_4,1+,8.603,2155
instrectL4_20_5,1+,19.357,2155
instrectL4_20_6,1+,15.768,2155
instrectL4_2_1,1+,4.754,2191
instrectL4_21_10,1+,17.849,1961
instrectL4_21_11,1+,97.426,1961
instrectL4_21_18,1+,1.290,1961
instrectL4_21_2,1+,18.302,1961
instrectL4_21_5,1+,2.270,1961
instrectL4_21_7,1+,36.463,1961
instrectL4_21_8,1+,3.655,1961
instrectL4_2_2,1+,33.077,2191
instrectL4_22_0,1+,3.149,2151
instrectL4_2_3,1+,37.798,2191
instrectL4_24_7,1+,61.439,2147
instrectL4_24_8,1+,14.790,2147
instrectL4_26_2,1+,37.488,2143
instrectL4_26_3,1+,8.119,2143
instrectL4_26_5,1+,25.440,2143
instrectL4_2_8,1+,57.992,2191
instrectL4_28_7,1+,122.071,2139
instrectL4_28_9,1+,8.224,2139
instrectL4_30_0,1+,7.940,2134
instrectL4_30_2,1+,75.176,2135
instrectL4_31_0,1+,1.000,1941
instrectL4_31_16,1+,5.276,1941
instrectL4_31_7,1+,33.111,1941
instrectL4_31_8,1+,9.658,1941
instrectL4_32_3,1+,162.103,2131
instrectL4_32_4,1+,5.365,2131
instrectL4_32_7,1+,3.401,2131
instrectL4_34_0,0+,199.996,2126
instrectL4_34_3,1+,16.805,2127
instrectL4_34_4,1+,7.624,2127
instrectL4_34_8,1+,4.014,2127
instrectL4_34_9,1+,51.999,2127
instrectL4_36_5,1+,39.654,2123
instrectL4_36_8,1+,96.613,2123
instrectL4_38_0,0+,199.996,2119
instrectL4_38_4,1+,6.851,2119
instrectL4_38_6,1+,23.821,2119
instrectL4_38_7,1+,15.385,2119
instrectL4_38_8,1+,17.366,2119
instrectL4_40_0,1+,34.290,2115
instrectL4_40_7,1+,22.319,2115
instrectL4_40_8,1+,71.584,2115
instrectL4_41_0,0,0.002,1919
instrectL4_41_1,0,0.002,1919
instrectL4_41_5,1+,7.197,1921
instrectL4_42_0,1+,3.453,2110
instrectL4_44_0,1+,4.055,2107
instrectL4_4_5,1+,86.242,2187
instrectL4_4_6,1+,13.404,2187
instrectL4_4_7,1+,27.902,2187
instrectL4_4_8,1+,3.002,2187
instrectL4_48_5,0+,199.995,2099
instrectL4_48_9,1+,54.762,2098
instrectL4_50_8,1+,99.338,2095
instrectL4_60_7,0+,199.996,2074
instrectL4_60_9,1+,39.821,2075
instrectL4_6_1,1+,35.751,2183
instrectL4_61_0,0,71.543,1881
instrectL4_61_13,0,70.237,1881
instrectL4_61_4,0,80.024,1881
instrectL4_62_2,0+,199.995,2071
instrectL4_71_12,0,96.022,1861
instrectL4_71_2,0,62.303,1861
instsquare12_13_17,1+,0.312,1609
instsquare12_16_10,1+,0.937,1603
instsquare12_16_4,1+,1.887,1603
insttri200_101_10,1+,1.130,2573
insttri200_101_7,0+,199.995,2573
insttri200_101_8,1+,8.049,2573
insttri200_1_1,1+,34.365,2813
insttri200_111_3,0+,199.996,2553
insttri200_11_5,1+,24.204,2753
insttri200_1_2,1+,7.111,2813
insttri200_121_3,0+,199.995,2533
insttri200_121_5,0+,199.995,2533
insttri200_131_10,0+,199.995,2513
insttri200_131_4,0+,199.995,2513
insttri200_131_6,1+,5.638,2513
insttri200_141_3,0+,199.995,2493
insttri200_141_6,0+,199.995,2493
insttri200_141_7,0+,199.996,2493
insttri200_151_5,0+,199.996,2473
insttri200_161_1,0+,199.995,2453
insttri200_161_5,0+,199.995,2453
insttri200_17_1,0+,199.995,2781
insttri200_171_6,0+,199.996,2433
insttri200_17_2,1+,12.123,2781
insttri200_1_9,1+,14.343,2773
insttri200_21_7,1+,1.122,2733
insttri200_221_2,0+,199.996,2333
insttri200_25_1,1+,49.124,2765
insttri200_25_2,1+,13.432,2765
insttri200_31_10,1+,31.367,2713
insttri200_31_8,1+,6.770,2713
insttri200_33_1,1+,24.639,2749
insttri200_41_1,1+,13.736,2732
insttri200_41_2,1+,2.477,2733
insttri200_41_3,1+,7.685,2693
insttri200_49_1,1+,1.874,2717
insttri200_49_2,0+,199.995,2717
insttri200_51_1,0+,199.995,2672
insttri200_51_10,1+,4.517,2673
insttri200_51_5,1+,7.613,2673
insttri200_51_6,1+,6.032,2673
insttri200_51_9,1+,5.444,2673
insttri200_57_1,0+,199.995,2700
insttri200_57_2,1+,0.166,2700
insttri200_61_10,0+,199.995,2653
insttri200_65_1,1+,69.726,2685
insttri200_65_2,1+,29.950,2685
insttri200_71_10,0+,199.995,2633
insttri200_71_3,1+,4.399,2633
insttri200_73_1,1+,4.931,2668
insttri200_73_2,0+,199.996,2669
insttri200_81_1,1+,17.282,2653
insttri200_81_10,1+,6.549,2613
insttri200_81_2,0+,199.995,2653
insttri200_81_8,1+,0.846,2612
insttri200_81_9,1+,6.355,2613
insttri200_89_1,0+,199.996,2636
insttri200_9_1,0+,199.995,2797
insttri200_91_5,0+,199.996,2592
insttri200_91_6,0+,199.995,2593
insttri200_9_2,1+,3.746,2797
insttri2010_141_0,1+,0.389,3370
insttri2010_181_6,0+,199.995,3290
insttri2010_191_7,0+,199.995,3270
insttri2010_191_9,1+,38.774,3270
insttri2010_271_2,1+,33.453,3110
insttri2010_291_0,0+,199.995,3070
insttri2010_301_4,1+,32.519,3050
insttri2010_51_5,1+,11.078,3550
insttri240_1_1,0+,199.995,3445
insttri240_1_2,0+,199.995,3445
insttri240_17_1,0+,199.995,3413
insttri240_17_2,1+,182.484,3413
insttri240_25_1,1+,48.318,3397
insttri240_25_2,0+,199.995,3397
insttri240_33_1,1+,10.976,3381
insttri240_33_2,0+,199.995,3381
insttri240_41_2,0+,199.995,3365
insttri240_49_1,0+,199.995,3349
insttri240_49_2,0+,199.995,3349
insttri240_57_1,0+,199.995,3333
insttri240_57_2,1+,94.104,3333
insttri240_65_1,1+,101.722,3317
insttri240_65_2,0+,199.995,3317
insttri240_73_1,0+,199.995,3301
insttri240_73_2,1+,126.147,3301
insttri240_81_1,0+,199.994,3285
insttri240_81_2,1+,93.914,3285
insttri240_89_1,0+,199.994,3269
insttri240_89_2,0+,199.995,3269
insttri240_9_1,0+,199.995,3429
insttri240_9_2,0+,199.995,3429
insttri280_1_1,0+,199.995,4141
insttri280_1_2,0+,199.995,4141
insttri280_17_1,0+,199.995,4109
insttri280_17_2,0+,199.995,4109
insttri280_25_1,0+,199.995,4093
insttri280_25_2,0+,199.994,4093
insttri280_33_1,0+,199.988,4077
insttri280_33_2,0+,199.994,4077
insttri280_41_1,0+,199.995,4061
insttri280_41_2,0+,199.995,4061
insttri280_49_1,0+,199.994,4045
insttri280_49_2,0+,199.995,4045
insttri280_57_1,0+,199.995,4029
insttri280_57_2,0+,199.995,4029
insttri280_65_1,0+,199.994,4012
insttri280_65_2,0+,199.994,4012
insttri280_73_1,0+,199.995,3997
insttri280_73_2,0+,199.992,3997
insttri280_81_1,0+,199.991,3981
insttri280_81_2,0+,199.992,3981
insttri280_89_1,0+,199.984,3965
insttri280_89_2,0+,199.993,3965
insttri280_9_1,0+,199.995,4125
insttri280_9_2,0+,199.937,4125
insttri3010_301_0,0+,199.971,4569
insttri3010_301_2,0+,199.988,4570
insttri3010_301_3,0+,199.974,4570
insttri3010_301_5,0+,199.974,4570
insttri3010_301_6,0+,199.955,4569
insttri3010_301_7,0+,199.989,4569
insttri3010_301_8,0+,199.989,4568
insttri3010_311_0,0+,199.952,4550
insttri3010_311_3,0+,199.949,4550
insttri3010_311_4,0+,199.970,4550
insttri3010_311_7,0+,199.990,4549
insttri3010_311_8,0+,199.991,4550
insttri320_1_1,0+,199.992,4513
insttri320_1_2,0+,199.991,4513
insttri320_17_1,0+,199.975,4481
insttri320_17_2,0+,199.981,4481
insttri320_25_1,0+,199.964,4464
insttri320_25_2,0+,199.895,4465
insttri320_33_1,0+,199.994,4449
insttri320_33_2,0+,199.965,4449
insttri320_41_1,0+,199.990,4433
insttri320_41_2,0+,199.992,4433
insttri320_49_1,0+,199.991,4417
insttri320_49_2,0+,199.994,4417
insttri320_57_1,0+,199.990,4401
insttri320_57_2,0+,199.991,4401
insttri320_65_1,0+,199.986,4385
insttri320_65_2,0+,199.991,4385
insttri320_73_1,0+,199.992,4369
insttri320_73_2,0+,199.991,4369
insttri320_81_1,0+,199.990,4353
insttri320_81_2,0+,199.995,4353
insttri320_89_1,0+,199.988,4337
insttri320_89_2,0+,199.991,4337
insttri320_9_1,0+,199.991,4497
insttri320_9_2,0+,199.964,4497
insttri360_1_1,0+,199.990,5305
insttri360_1_2,0+,199.989,5305
insttri360_17_1,0+,199.995,5273
insttri360_17_2,0+,199.952,5273
insttri360_25_1,0+,199.990,5257
insttri360_25_2,0+,199.989,5257
insttri360_33_1,0+,199.989,5241
insttri360_33_2,0+,199.968,5241
insttri360_41_1,0+,199.925,5225
insttri360_41_2,0+,199.989,5225
insttri360_49_1,0+,199.994,5209
insttri360_49_2,0+,199.938,5209
insttri360_57_1,0+,199.990,5193
insttri360_57_2,0+,199.990,5193
insttri360_65_1,0+,199.989,5177
insttri360_65_2,0+,199.980,5177
insttri360_73_1,0+,199.989,5161
insttri360_73_2,0+,199.990,5161
insttri360_81_1,0+,199.978,5145
insttri360_81_2,0+,199.988,5145
insttri360_89_1,0+,199.995,5128
insttri360_89_2,0+,199.989,5129
insttri360_9_1,0+,199.966,5289
insttri360_9_2,0+,199.971,5289
insttri400_1_1,0+,199.977,5725
insttri400_1_2,0+,199.989,5725
insttri400_17_1,0+,199.963,5693
insttri400_17_2,0+,199.995,5693
insttri400_25_1,0+,199.988,5677
insttri400_25_2,0+,199.993,5677
insttri400_33_1,0+,199.989,5661
insttri400_33_2,0+,199.989,5661
insttri400_41_1,0+,199.969,5645
insttri400_41_2,0+,199.990,5645
insttri400_49_1,0+,199.989,5629
insttri400_49_2,0+,199.974,5629
insttri400_57_1,0+,199.995,5613
insttri400_57_2,0+,199.991,5613
insttri400_65_1,0+,199.995,5597
insttri400_65_2,0+,199.988,5596
insttri400_73_1,0+,199.995,5581
insttri400_73_2,0+,199.992,5581
insttri400_81_1,0+,199.959,5565
insttri400_81_2,0+,199.978,5565
insttri400_89_1,0+,199.976,5549
insttri400_89_2,0+,199.990,5548
insttri400_9_1,0+,199.994,5709
insttri400_9_2,0+,199.989,5709
insttrapezioid_25_15_105_4.csv,0+,199.991,7100
insttrapezioid_25_15_120_3.csv,0+,199.988,7072
insttrapezioid_25_15_165_4.csv,0+,199.990,6982
insttrapezioid_25_15_170_2.csv,0+,199.991,6971
insttrapezioid_30_10_110_0.csv,0+,199.992,4952
insttrapezioid_30_10_115_3.csv,0+,199.995,4942
insttrapezioid_30_10_130_2.csv,0+,199.995,4912
insttrapezioid_30_10_140_0.csv,0+,199.992,4892
insttrapezioid_30_10_150_4.csv,0+,199.993,4872
insttrapezioid_30_10_155_1.csv,0+,199.995,4862
insttrapezioid_30_10_155_4.csv,0+,199.993,4862
insttrapezioid_30_10_160_4.csv,0+,199.995,4852
insttrapezioid_30_10_170_4.csv,0+,199.995,4832
insttrapezioid_30_10_175_2.csv,0+,199.992,4822
insttrapezioid_30_10_180_2.csv,0+,199.992,4811
insttrapezioid_30_10_180_3.csv,0+,199.993,4811
insttrapezioid_30_10_185_2.csv,0+,199.994,4801
insttrapezioid_30_10_80_3.csv,0+,199.995,5012
insttrapezioid_30_10_85_0.csv,0+,199.989,5002
insttrapezioid_30_10_85_2.csv,0+,199.993,5002
insttrapezioid_30_10_95_1.csv,0+,199.992,4982
insttrapezioid_20_15_100_2.csv,0+,199.993,5952
insttrapezioid_20_15_105_1.csv,0+,199.993,5942
insttrapezioid_20_15_105_2.csv,0+,199.993,5942
insttrapezioid_20_15_105_3.csv,0+,199.993,5942
insttrapezioid_20_15_110_1.csv,0+,199.993,5932
insttrapezioid_20_15_110_2.csv,0+,199.993,5932
insttrapezioid_20_15_125_2.csv,0+,199.993,5902
insttrapezioid_20_15_135_0.csv,0+,199.993,5882
insttrapezioid_20_15_140_2.csv,0+,199.993,5872
insttrapezioid_20_15_145_0.csv,0+,199.993,5861
insttrapezioid_20_15_155_3.csv,0+,199.993,5842
insttrapezioid_20_15_160_2.csv,0+,199.995,5832
insttrapezioid_20_15_80_3.csv,0+,199.992,5992
instrectSubFourTwo5_1_0,1+,23.727,2041
instrectSubFourTwo5_10_11,1+,4.904,2023
instrectSubFourTwo5_10_14,1+,1.466,2023
instrectSubFourTwo5_10_15,1+,59.119,2023
instrectSubFourTwo5_10_17,1+,15.336,2023
instrectSubFourTwo5_10_5,1+,18.995,2023
instrectSubFourTwo5_11_11,1+,3.230,2021
instrectSubFourTwo5_11_17,1+,74.029,2021
instrectSubFourTwo5_1_19,1+,10.092,2041
instrectSubFourTwo5_12_0,1+,14.399,2019
instrectSubFourTwo5_12_1,0+,199.995,2019
instrectSubFourTwo5_12_11,1+,9.049,2019
instrectSubFourTwo5_12_15,1+,25.317,2019
instrectSubFourTwo5_12_16,1+,12.324,2019
instrectSubFourTwo5_12_17,1+,117.470,2019
instrectSubFourTwo5_12_18,1+,0.936,2019
instrectSubFourTwo5_12_19,1+,60.136,2019
instrectSubFourTwo5_12_3,1+,151.299,2019
instrectSubFourTwo5_14_0,1+,25.227,2015
instrectSubFourTwo5_14_13,1+,99.987,2015
instrectSubFourTwo5_16_0,1+,170.361,2011
instrectSubFourTwo5_16_1,1+,48.005,2011
instrectSubFourTwo5_16_19,1+,111.741,2011
instrectSubFourTwo5_16_2,1+,9.026,2011
instrectSubFourTwo5_16_4,1+,3.957,2011
instrectSubFourTwo5_16_5,1+,76.455,2011
instrectSubFourTwo5_16_7,1+,18.764,2011
instrectSubFourTwo5_1_7,1+,2.529,2041
instrectSubFourTwo5_18_10,1+,4.027,2007
instrectSubFourTwo5_18_11,1+,9.343,2007
instrectSubFourTwo5_20_14,1+,8.679,2002
instrectSubFourTwo5_20_15,1+,5.966,2003
instrectSubFourTwo5_20_6,1+,5.437,2003
instrectSubFourTwo5_20_7,1+,3.046,2003
instrectSubFourTwo5_20_9,1+,130.221,2003
instrectSubFourTwo5_2_10,1+,2.190,2039
instrectSubFourTwo5_21_0,1+,16.918,2001
instrectSubFourTwo5_2_11,1+,24.006,2039
instrectSubFourTwo5_21_16,1+,198.365,2001
instrectSubFourTwo5_21_17,1+,1.421,2001
instrectSubFourTwo5_21_19,1+,32.207,2001
instrectSubFourTwo5_2_12,1+,10.290,2039
instrectSubFourTwo5_2_13,1+,199.753,2039
instrectSubFourTwo5_2_15,1+,6.754,2039
instrectSubFourTwo5_21_9,1+,25.497,2001
instrectSubFourTwo5_22_14,1+,4.905,1999
instrectSubFourTwo5_22_16,1+,4.277,1999
instrectSubFourTwo5_22_19,1+,3.696,1998
instrectSubFourTwo5_22_2,1+,185.284,1999
instrectSubFourTwo5_22_7,1+,7.795,1999
instrectSubFourTwo5_2_3,1+,2.352,2039
instrectSubFourTwo5_24_10,1+,26.548,1995
instrectSubFourTwo5_24_16,1+,11.219,1995
instrectSubFourTwo5_24_7,1+,88.097,1995
instrectSubFourTwo5_24_8,1+,3.656,1995
instrectSubFourTwo5_24_9,1+,152.049,1995
instrectSubFourTwo5_2_6,1+,25.692,2039
instrectSubFourTwo5_26_10,1+,20.646,1991
instrectSubFourTwo5_26_13,1+,49.347,1991
instrectSubFourTwo5_26_3,1+,87.034,1991
instrectSubFourTwo5_26_7,1+,9.806,1991
instrectSubFourTwo5_28_4,1+,0.851,1987
instrectSubFourTwo5_2_9,1+,50.150,2039
instrectSubFourTwo5_30_12,1+,3.924,1983
instrectSubFourTwo5_30_17,1+,9.676,1983
instrectSubFourTwo5_30_4,1+,40.555,1983
instrectSubFourTwo5_30_7,1+,1.330,1983
instrectSubFourTwo5_31_15,1+,18.236,1981
instrectSubFourTwo5_31_16,1+,14.906,1981
instrectSubFourTwo5_32_17,1+,15.045,1979
instrectSubFourTwo5_34_0,1+,16.065,1975
instrectSubFourTwo5_34_11,1+,4.200,1975
instrectSubFourTwo5_34_19,1+,1.929,1975
instrectSubFourTwo5_36_5,1+,116.468,1971
instrectSubFourTwo5_38_17,1+,12.072,1966
instrectSubFourTwo5_38_2,1+,3.412,1967
instrectSubFourTwo5_4_11,1+,83.178,2035
instrectSubFourTwo5_41_13,1+,29.622,1961
instrectSubFourTwo5_4_12,1+,6.985,2035
instrectSubFourTwo5_4_13,1+,59.035,2035
instrectSubFourTwo5_4_14,1+,53.389,2035
instrectSubFourTwo5_4_17,1+,110.137,2035
instrectSubFourTwo5_4_6,1+,1.737,2035
instrectSubFourTwo5_4_7,1+,14.559,2035
instrectSubFourTwo5_4_9,1+,2.464,2035
instrectSubFourTwo5_51_1,0,76.300,1941
instrectSubFourTwo5_51_5,0,188.567,1940
instrectSubFourTwo5_6_0,1+,7.990,2031
instrectSubFourTwo5_6_12,1+,50.646,2031
instrectSubFourTwo5_61_5,0,163.809,1921
instrectSubFourTwo5_6_17,1+,8.199,2031
instrectSubFourTwo5_6_6,1+,28.214,2031
instrectSubFourTwo5_6_7,1+,15.550,2031
instrectSubFourTwo5_6_8,1+,7.473,2031
instrectSubFourTwo5_6_9,1+,16.332,2031
instrectSubFourTwo5_8_0,1+,24.975,2027
instrectSubFourTwo5_8_15,1+,3.451,2027
instrectSubFourTwo5_8_16,1+,183.232,2027
instrectSubFourTwo5_8_17,1+,8.289,2026
instrectSubFourTwo5_8_18,0+,199.995,2027
instrectSubFourTwo5_8_4,1+,19.273,2027
instrectSubFourTwo5_8_5,1+,5.866,2027
instrectSubFourTwo5_8_6,0+,199.996,2027
insttrisub300_190_13,0+,199.991,4095
insttrisub300_190_14,0+,199.995,4095
insttrisub300_190_19,0+,199.995,4095
insttrisub300_192_14,0+,199.992,4091
insttrisub300_192_17,0+,199.994,4091
insttrisub300_192_18,0+,199.994,4091
insttrisub300_192_2,0+,199.995,4091
insttrisub300_192_20,0+,199.995,4091
insttrisub300_192_8,0+,199.995,4091
insttrisub300_194_1,0+,199.994,4087
insttrisub300_194_10,0+,199.994,4087
insttrisub300_194_16,0+,199.995,4087
insttrisub300_196_12,0+,199.994,4083
insttrisub300_196_15,0+,199.994,4083
insttrisub300_196_17,0+,199.995,4083
insttrisub300_198_15,0+,199.994,4079
insttrisub300_198_20,0+,199.994,4079
insttrisub300_200_2,0+,199.995,4075
insttrisub300_200_4,0+,199.995,4075
insttrisub300_200_7,0+,199.994,4074
insttrisub300_201_2,0+,199.992,4072
insttrisub300_202_3,0+,199.994,4071
insttrisub300_204_17,0+,199.995,4067
insttrisub300_204_18,0+,199.994,4067
insttrisub300_204_3,0+,199.995,4066
insttrisub300_204_7,0+,199.995,4067
insttrisub300_204_9,0+,199.994,4067
insttrisub300_206_14,0+,199.995,4062
insttrisub300_208_11,0+,199.994,4059
insttrisub300_208_18,0+,199.994,4059
insttrisub300_208_4,0+,199.994,4059
insttrisub300_211_2,0+,199.993,4053
insttrisub300_214_19,0+,199.994,4047
insttrisub300_214_7,0+,199.994,4047
insttrisub300_216_3,0+,199.994,4043
insttrisub300_218_11,0+,199.995,4038
insttrisub300_218_13,0+,199.994,4039
insttrisub300_220_10,0+,199.995,4035
insttrisub300_220_12,0+,199.995,4034
insttrisub300_220_16,0+,199.993,4035
insttrisub300_220_17,0+,199.994,4035
insttrisub300_221_1,0+,199.995,4032
insttrisub300_221_2,0+,199.994,4033
insttrisub300_221_3,0+,199.994,4032
insttrisub300_224_11,0+,199.995,4027
insttrisub300_224_20,0+,199.994,4027
insttrisub300_224_6,0+,199.994,4027
insttrisub300_226_18,0+,199.994,4022
insttrisub300_226_19,0+,199.994,4023
insttrisub300_226_5,0+,199.994,4022
insttrisub300_228_3,0+,199.994,4019
insttrisub300_228_4,0+,199.994,4019
insttrisub300_228_7,0+,199.994,4018
insttrisub300_230_4,0+,199.994,4015
insttrisub300_231_1,0+,199.994,4012
