algorithm,instance_id,runtime
ham10,insttri200_31_10,39.272
ham10,insttri200_31_8,45.104
ham10,insttri200_33_1,199.992
ham10,insttri200_41_1,199.994
ham10,insttri200_41_2,0.422
ham10,insttri200_41_3,43.952
ham10,insttri200_49_1,3.293
ham10,insttri200_49_2,199.991
ham10,insttri200_51_1,63.319
ham10,insttri200_51_10,95.192
ham10,insttri200_51_5,105.416
ham10,insttri200_51_6,156.507
ham10,insttri200_51_9,117.681
ham10,insttri200_57_1,199.992
ham10,insttri200_57_2,0.211
ham10,insttri200_61_10,50.251
ham10,insttri200_65_1,199.993
ham10,insttri200_65_2,0.904
ham10,insttri200_71_10,133.098
ham10,insttri200_71_3,73.513
ham10,insttri200_73_1,1.210
ham10,insttri200_73_2,199.994
ham10,insttri200_81_1,10.241
ham10,insttri200_81_10,77.824
ham10,insttri200_81_2,199.993
ham10,insttri200_81_8,56.518
ham10,insttri200_81_9,82.805
ham10,insttri200_89_1,199.993
ham10,insttri200_9_1,0.371
ham10,insttri200_91_5,35.297
ham10,insttri200_91_6,61.609
ham10,insttri200_9_2,0.966
ham10,insttri2010_141_0,149.338
ham10,insttri2010_181_6,41.100
ham10,insttri2010_191_7,51.312
ham10,insttri2010_191_9,150.669
ham10,insttri2010_271_2,140.337
ham10,insttri2010_291_0,80.477
ham10,insttri2010_301_4,184.056
ham10,insttri2010_51_5,134.256
ham10,insttri240_1_1,0.246
ham10,insttri240_1_2,199.992
ham10,insttri240_17_1,1.630
ham10,insttri240_17_2,1.123
ham10,insttri240_25_1,0.994
ham10,insttri240_25_2,2.360
ham10,insttri240_33_1,1.032
ham10,insttri240_33_2,1.024
ham10,insttri240_41_2,199.991
ham10,insttri240_49_1,0.156
ham10,insttri240_49_2,2.518
ham10,insttri240_57_1,0.168
ham10,insttri240_57_2,0.121
ham10,insttri240_65_1,199.991
ham10,insttri240_65_2,199.991
ham10,insttri240_73_1,3.685
ham10,insttri240_73_2,199.992
ham10,insttri240_81_1,9.433
ham10,insttri240_81_2,13.912
ham10,insttri240_89_1,199.992
ham10,insttri240_89_2,118.432
ham10,insttri240_9_1,0.160
ham10,insttri240_9_2,1.989
ham10,insttri280_1_1,5.750
ham10,insttri280_1_2,3.389
ham10,insttri280_17_1,8.485
ham10,insttri280_17_2,8.809
ham10,insttri280_25_1,0.365
ham10,insttri280_25_2,3.964
ham10,insttri280_33_1,199.990
ham10,insttri280_33_2,0.190
ham10,insttri280_41_1,22.171
ham10,insttri280_41_2,0.421
ham10,insttri280_49_1,5.267
ham10,insttri280_49_2,8.885
ham10,insttri280_57_1,3.195
ham10,insttri280_57_2,0.429
ham10,insttri280_65_1,30.167
ham10,insttri280_65_2,8.126
ham10,insttri280_73_1,3.631
ham10,insttri280_73_2,10.483
ham10,insttri280_81_1,199.990
ham10,insttri280_81_2,199.990
ham10,insttri280_89_1,8.110
ham10,insttri280_89_2,17.055
ham10,insttri280_9_1,18.135
ham10,insttri280_9_2,3.486
ham10,insttri3010_301_0,199.989
ham10,insttri3010_301_2,199.989
ham10,insttri3010_301_3,199.989
ham10,insttri3010_301_5,199.989
ham10,insttri3010_301_6,199.989
ham10,insttri3010_301_7,199.990
ham10,insttri3010_301_8,199.990
ham10,insttri3010_311_0,199.990
ham10,insttri3010_311_3,137.491
ham10,insttri3010_311_4,199.990
ham10,insttri3010_311_7,70.983
ham10,insttri3010_311_8,199.989
ham10,insttri320_1_1,9.379
ham10,insttri320_1_2,14.868
ham10,insttri320_17_1,3.885
ham10,insttri320_17_2,1.385
ham10,insttri320_25_1,3.371
ham10,insttri320_25_2,0.524
ham10,insttri320_33_1,2.180
ham10,insttri320_33_2,199.988
ham10,insttri320_41_1,0.113
ham10,insttri320_41_2,6.779
ham10,insttri320_49_1,7.042
ham10,insttri320_49_2,12.210
ham10,insttri320_57_1,5.728
ham10,insttri320_57_2,3.728
ham10,insttri320_65_1,7.507
ham10,insttri320_65_2,0.558
ham10,insttri320_73_1,84.017
ham10,insttri320_73_2,4.401
ham10,insttri320_81_1,39.854
ham10,insttri320_81_2,19.253
ham10,insttri320_89_1,6.901
ham10,insttri320_89_2,2.554
ham10,insttri320_9_1,4.313
ham10,insttri320_9_2,3.900
ham10,insttri360_1_1,16.755
ham10,insttri360_1_2,2.532
ham10,insttri360_17_1,2.797
ham10,insttri360_17_2,29.299
ham10,insttri360_25_1,0.872
ham10,insttri360_25_2,20.818
ham10,insttri360_33_1,6.218
ham10,insttri360_33_2,66.274
ham10,insttri360_41_1,0.344
ham10,insttri360_41_2,39.400
ham10,insttri360_49_1,199.987
ham10,insttri360_49_2,0.013
ham10,insttri360_57_1,12.035
ham10,insttri360_57_2,43.289
ham10,insttri360_65_1,17.454
ham10,insttri360_65_2,199.988
ham10,insttri360_73_1,2.950
ham10,insttri360_73_2,132.385
ham10,insttri360_81_1,1.215
ham10,insttri360_81_2,199.988
ham10,insttri360_89_1,19.299
ham10,insttri360_89_2,199.987
ham10,insttri360_9_1,111.386
ham10,insttri360_9_2,16.221
ham10,insttri400_1_1,55.406
ham10,insttri400_1_2,36.670
ham10,insttri400_17_1,199.988
ham10,insttri400_17_2,14.048
ham10,insttri400_25_1,84.233
ham10,insttri400_25_2,18.269
ham10,insttri400_33_1,16.015
ham10,insttri400_33_2,0.149
ham10,insttri400_41_1,39.035
ham10,insttri400_41_2,42.585
ham10,insttri400_49_1,3.201
ham10,insttri400_49_2,40.197
ham10,insttri400_57_1,38.031
ham10,insttri400_57_2,136.994
ham10,insttri400_65_1,199.987
ham10,insttri400_65_2,199.989
ham10,insttri400_73_1,22.503
ham10,insttri400_73_2,61.882
ham10,insttri400_81_1,199.988
ham10,insttri400_81_2,62.824
ham10,insttri400_89_1,199.988
ham10,insttri400_89_2,199.988
ham10,insttri400_9_1,44.261
ham10,insttri400_9_2,108.791
ham10,insttrapezioid_25_15_105_4.csv,64.928
ham10,insttrapezioid_25_15_120_3.csv,103.892
ham10,insttrapezioid_25_15_165_4.csv,152.025
ham10,insttrapezioid_25_15_170_2.csv,95.494
ham10,insttrapezioid_30_10_110_0.csv,142.082
ham10,insttrapezioid_30_10_115_3.csv,86.932
ham10,insttrapezioid_30_10_130_2.csv,110.984
ham10,insttrapezioid_30_10_140_0.csv,91.544
ham10,insttrapezioid_30_10_150_4.csv,109.782
ham10,insttrapezioid_30_10_155_1.csv,66.250
ham10,insttrapezioid_30_10_155_4.csv,90.236
ham10,insttrapezioid_30_10_160_4.csv,94.380
ham10,insttrapezioid_30_10_170_4.csv,155.876
ham10,insttrapezioid_30_10_175_2.csv,101.073
ham10,insttrapezioid_30_10_180_2.csv,69.241
ham10,insttrapezioid_30_10_180_3.csv,82.313
ham10,insttrapezioid_30_10_185_2.csv,87.329
ham10,insttrapezioid_30_10_80_3.csv,142.618
ham10,insttrapezioid_30_10_85_0.csv,126.910
ham10,insttrapezioid_30_10_85_2.csv,134.944
ham10,insttrapezioid_30_10_95_1.csv,137.307
ham10,insttrapezioid_20_15_100_2.csv,111.769
ham10,insttrapezioid_20_15_105_1.csv,80.034
ham10,insttrapezioid_20_15_105_2.csv,102.959
ham10,insttrapezioid_20_15_105_3.csv,133.513
ham10,insttrapezioid_20_15_110_1.csv,95.261
ham10,insttrapezioid_20_15_110_2.csv,64.888
ham10,insttrapezioid_20_15_125_2.csv,102.708
ham10,insttrapezioid_20_15_135_0.csv,118.673
ham10,insttrapezioid_20_15_140_2.csv,62.249
ham10,insttrapezioid_20_15_145_0.csv,146.676
ham10,insttrapezioid_20_15_155_3.csv,138.845
ham10,insttrapezioid_20_15_160_2.csv,112.365
ham10,insttrapezioid_20_15_80_3.csv,92.054
ham10,instrectSubFourTwo5_1_0,176.519
ham10,instrectSubFourTwo5_10_11,141.182
ham10,instrectSubFourTwo5_10_14,132.273
ham10,instrectSubFourTwo5_10_15,185.528
ham10,instrectSubFourTwo5_10_17,62.428
ham10,instrectSubFourTwo5_10_5,63.344
ham10,instrectSubFourTwo5_11_11,82.759
ham10,instrectSubFourTwo5_11_17,91.899
ham10,instrectSubFourTwo5_1_19,90.586
ham10,instrectSubFourTwo5_12_0,51.792
ham10,instrectSubFourTwo5_12_1,116.331
ham10,instrectSubFourTwo5_12_11,102.993
ham10,instrectSubFourTwo5_12_15,150.233
ham10,instrectSubFourTwo5_12_16,139.465
ham10,instrectSubFourTwo5_12_17,159.194
ham10,instrectSubFourTwo5_12_18,155.302
ham10,instrectSubFourTwo5_12_19,146.394
ham10,instrectSubFourTwo5_12_3,121.083
ham10,instrectSubFourTwo5_14_0,52.075
ham10,instrectSubFourTwo5_14_13,52.818
ham10,instrectSubFourTwo5_16_0,47.128
ham10,instrectSubFourTwo5_16_1,71.166
ham10,instrectSubFourTwo5_16_19,67.974
ham10,instrectSubFourTwo5_16_2,123.421
ham10,instrectSubFourTwo5_16_4,52.524
ham10,instrectSubFourTwo5_16_5,47.258
ham10,instrectSubFourTwo5_16_7,112.216
ham10,instrectSubFourTwo5_1_7,141.278
ham10,instrectSubFourTwo5_18_10,44.890
ham10,instrectSubFourTwo5_18_11,136.614
ham10,instrectSubFourTwo5_20_14,67.390
ham10,instrectSubFourTwo5_20_15,56.383
ham10,instrectSubFourTwo5_20_6,62.086
ham10,instrectSubFourTwo5_20_7,53.513
ham10,instrectSubFourTwo5_20_9,77.169
ham10,instrectSubFourTwo5_2_10,65.002
ham10,instrectSubFourTwo5_21_0,132.102
ham10,instrectSubFourTwo5_2_11,169.986
ham10,instrectSubFourTwo5_21_16,134.894
ham10,instrectSubFourTwo5_21_17,122.555
ham10,instrectSubFourTwo5_21_19,127.408
ham10,instrectSubFourTwo5_2_12,45.233
ham10,instrectSubFourTwo5_2_13,84.003
ham10,instrectSubFourTwo5_2_15,49.611
ham10,instrectSubFourTwo5_21_9,70.713
ham10,instrectSubFourTwo5_22_14,72.833
ham10,instrectSubFourTwo5_22_16,72.270
ham10,instrectSubFourTwo5_22_19,112.674
ham10,instrectSubFourTwo5_22_2,199.994
ham10,instrectSubFourTwo5_22_7,199.993
ham10,instrectSubFourTwo5_2_3,153.197
ham10,instrectSubFourTwo5_24_10,161.148
ham10,instrectSubFourTwo5_24_16,87.736
ham10,instrectSubFourTwo5_24_7,65.543
ham10,instrectSubFourTwo5_24_8,50.491
ham10,instrectSubFourTwo5_24_9,46.615
ham10,instrectSubFourTwo5_2_6,157.336
ham10,instrectSubFourTwo5_26_10,119.231
ham10,instrectSubFourTwo5_26_13,58.050
ham10,instrectSubFourTwo5_26_3,132.372
ham10,instrectSubFourTwo5_26_7,47.394
ham10,instrectSubFourTwo5_28_4,44.381
ham10,instrectSubFourTwo5_2_9,68.114
ham10,instrectSubFourTwo5_30_12,45.396
ham10,instrectSubFourTwo5_30_17,52.503
ham10,instrectSubFourTwo5_30_4,164.593
ham10,instrectSubFourTwo5_30_7,47.122
ham10,instrectSubFourTwo5_31_15,140.222
ham10,instrectSubFourTwo5_31_16,68.268
ham10,instrectSubFourTwo5_32_17,60.102
ham10,instrectSubFourTwo5_34_0,57.218
ham10,instrectSubFourTwo5_34_11,50.282
ham10,instrectSubFourTwo5_34_19,57.789
ham10,instrectSubFourTwo5_36_5,58.985
ham10,instrectSubFourTwo5_38_17,56.118
ham10,instrectSubFourTwo5_38_2,97.855
ham10,instrectSubFourTwo5_4_11,184.652
ham10,instrectSubFourTwo5_41_13,173.194
ham10,instrectSubFourTwo5_4_12,71.133
ham10,instrectSubFourTwo5_4_13,158.818
ham10,instrectSubFourTwo5_4_14,139.659
ham10,instrectSubFourTwo5_4_17,122.619
ham10,instrectSubFourTwo5_4_6,199.995
ham10,instrectSubFourTwo5_4_7,153.972
ham10,instrectSubFourTwo5_4_9,123.128
ham10,instrectSubFourTwo5_51_1,74.320
ham10,instrectSubFourTwo5_51_5,134.887
ham10,instrectSubFourTwo5_6_0,141.515
ham10,instrectSubFourTwo5_6_12,195.184
ham10,instrectSubFourTwo5_61_5,199.992
ham10,instrectSubFourTwo5_6_17,154.686
ham10,instrectSubFourTwo5_6_6,62.970
ham10,instrectSubFourTwo5_6_7,43.349
ham10,instrectSubFourTwo5_6_8,88.082
ham10,instrectSubFourTwo5_6_9,52.246
ham10,instrectSubFourTwo5_8_0,63.696
ham10,instrectSubFourTwo5_8_15,92.433
ham10,instrectSubFourTwo5_8_16,165.186
ham10,instrectSubFourTwo5_8_17,50.926
ham10,instrectSubFourTwo5_8_18,54.089
ham10,instrectSubFourTwo5_8_4,50.999
ham10,instrectSubFourTwo5_8_5,123.805
ham10,instrectSubFourTwo5_8_6,79.805
ham10,insttrisub300_190_13,95.194
ham10,insttrisub300_190_14,145.888
ham10,insttrisub300_190_19,157.606
ham10,insttrisub300_192_14,58.080
ham10,insttrisub300_192_17,56.296
ham10,insttrisub300_192_18,48.916
ham10,insttrisub300_192_2,109.934
ham10,insttrisub300_192_20,109.847
ham10,insttrisub300_192_8,105.010
ham10,insttrisub300_194_1,42.849
ham10,insttrisub300_194_10,42.685
ham10,insttrisub300_194_16,50.368
ham10,insttrisub300_196_12,71.645
ham10,insttrisub300_196_15,92.457
ham10,insttrisub300_196_17,108.331
ham10,insttrisub300_198_15,100.191
ham10,insttrisub300_198_20,57.121
ham10,insttrisub300_200_2,45.096
ham10,insttrisub300_200_4,59.625
ham10,insttrisub300_200_7,95.180
ham10,insttrisub300_201_2,115.401
ham10,insttrisub300_202_3,86.956
ham10,insttrisub300_204_17,113.719
ham10,insttrisub300_204_18,62.278
ham10,insttrisub300_204_3,51.992
ham10,insttrisub300_204_7,151.128
ham10,insttrisub300_204_9,44.363
ham10,insttrisub300_206_14,40.045
ham10,insttrisub300_208_11,153.542
ham10,insttrisub300_208_18,123.359
ham10,insttrisub300_208_4,111.882
ham10,insttrisub300_211_2,43.041
ham10,insttrisub300_214_19,43.712
ham10,insttrisub300_214_7,53.987
ham10,insttrisub300_216_3,56.107
ham10,insttrisub300_218_11,61.130
ham10,insttrisub300_218_13,40.518
ham10,insttrisub300_220_10,44.365
ham10,insttrisub300_220_12,148.764
ham10,insttrisub300_220_16,41.816
ham10,insttrisub300_220_17,115.537
ham10,insttrisub300_221_1,57.972
ham10,insttrisub300_221_2,108.883
ham10,insttrisub300_221_3,105.867
ham10,insttrisub300_224_11,128.656
ham10,insttrisub300_224_20,118.121
ham10,insttrisub300_224_6,57.260
ham10,insttrisub300_226_18,58.639
ham10,insttrisub300_226_19,91.161
ham10,insttrisub300_226_5,163.189
ham10,insttrisub300_228_3,111.093
ham10,insttrisub300_228_4,170.924
ham10,insttrisub300_228_7,137.601
ham10,insttrisub300_230_4,78.690
ham10,insttrisub300_231_1,97.359
ham8,instrect4000_41_2,32.844
ham8,instrect4535_65_2,72.054
ham8,instrect4708_39_1,69.298
ham8,instrect4708_39_2,40.924
ham8,instrect4781_68_0,58.981
ham8,instrect4892_46_2,59.113
ham8,instrectL1412_10_16,12.671
ham8,instrectL1412_10_35,11.571
ham8,instrectL1412_12_11,28.829
ham8,instrectL1412_12_15,18.415
ham8,instrectL1412_12_16,3.296
ham8,instrectL1412_12_24,32.509
ham8,instrectL1412_12_8,20.481
ham8,instrectL1412_14_1,51.153
ham8,instrectL1412_14_10,56.696
ham8,instrectL1412_14_27,2.921
ham8,instrectL1412_14_28,4.868
ham8,instrectL1412_14_3,7.417
ham8,instrectL1412_14_32,3.485
ham8,instrectL1412_14_8,6.792
ham8,instrectL1412_16_19,3.341
ham8,instrectL1412_16_20,5.815
ham8,instrectL1412_16_27,66.742
ham8,instrectL1412_16_30,79.920
ham8,instrectL1412_16_32,12.417
ham8,instrectL1412_16_35,4.683
ham8,instrectL1412_16_38,5.672
ham8,instrectL1412_16_5,2.879
ham8,instrectL1412_18_33,22.619
ham8,instrectL1412_18_37,1.094
ham8,instrectL1412_2_0,7.191
ham8,instrectL1412_20_19,20.115
ham8,instrectL1412_20_23,5.138
ham8,instrectL1412_20_26,5.256
ham8,instrectL1412_20_27,1.666
ham8,instrectL1412_20_30,6.145
ham8,instrectL1412_20_35,0.200
ham8,instrectL1412_20_5,2.432
ham8,instrectL1412_2_12,4.916
ham8,instrectL1412_2_13,2.653
ham8,instrectL1412_2_17,12.423
ham8,instrectL1412_22_12,19.048
ham8,instrectL1412_22_24,37.788
ham8,instrectL1412_22_29,13.378
ham8,instrectL1412_22_30,23.125
ham8,instrectL1412_2_25,2.194
ham8,instrectL1412_22_5,45.478
ham8,instrectL1412_2_37,2.946
ham8,instrectL1412_24_11,16.784
ham8,instrectL1412_24_37,1.572
ham8,instrectL1412_26_6,5.570
ham8,instrectL1412_28_19,16.647
ham8,instrectL1412_28_25,2.557
ham8,instrectL1412_28_27,17.506
ham8,instrectL1412_28_30,3.132
ham8,instrectL1412_28_31,7.415
ham8,instrectL1412_30_13,9.002
ham8,instrectL1412_30_16,22.527
ham8,instrectL1412_30_3,0.804
ham8,instrectL1412_30_30,2.549
ham8,instrectL1412_32_15,3.632
ham8,instrectL1412_32_25,84.207
ham8,instrectL1412_32_3,9.582
ham8,instrectL1412_32_30,41.481
ham8,instrectL1412_34_26,1.288
ham8,instrectL1412_36_16,6.340
ham8,instrectL1412_36_23,16.934
ham8,instrectL1412_38_13,3.493
ham8,instrectL1412_38_36,3.206
ham8,instrectL1412_4_12,1.908
ham8,instrectL1412_4_19,1.181
ham8,instrectL1412_42_30,9.304
ham8,instrectL1412_48_24,199.995
ham8,instrectL1412_4_9,6.029
ham8,instrectL1412_52_32,199.995
ham8,instrectL1412_58_12,199.995
ham8,instrectL1412_58_20,199.995
ham8,instrectL1412_58_36,199.995
ham8,instrectL1412_6_11,11.544
ham8,instrectL1412_6_17,5.663
ham8,instrectL1412_6_18,7.654
ham8,instrectL1412_6_23,3.486
ham8,instrectL1412_62_30,199.995
ham8,instrectL1412_6_32,6.005
ham8,instrectL1412_6_35,2.917
ham8,instrectL1412_6_36,19.660
ham8,instrectL1412_6_4,3.435
ham8,instrectL1412_64_33,79.572
ham8,instrectL1412_6_5,1.268
ham8,instrectL1412_6_6,1.613
ham8,instrectL1412_66_22,153.826
ham8,instrectL1412_66_9,199.995
ham8,instrectL1412_68_15,172.173
ham8,instrectL1412_68_27,199.995
ham8,instrectL1412_72_8,199.995
ham8,instrectL1412_8_0,20.481
ham8,instrectL1412_8_19,13.231
ham8,instrectL1412_8_21,0.904
ham8,instrectL1412_8_23,9.098
ham8,instrectL1412_8_37,20.412
ham8,instrectL1412_8_6,9.065
ham8,instrectL4_0_0,17.453
ham8,instrectL4_0_4,17.331
ham8,instrectL4_0_5,17.277
ham8,instrectL4_0_7,17.252
ham8,instrectL4_0_9,17.257
ham8,instrectL4_1_0,13.824
ham8,instrectL4_10_8,39.455
ham8,instrectL4_11_0,199.994
ham8,instrectL4_1_11,2.238
ham8,instrectL4_11_1,12.902
ham8,instrectL4_11_10,5.214
ham8,instrectL4_11_16,44.070
ham8,instrectL4_11_18,23.339
ham8,instrectL4_11_2,37.720
ham8,instrectL4_1_15,13.955
ham8,instrectL4_11_5,6.941
ham8,instrectL4_1_16,6.348
ham8,instrectL4_1_17,5.059
ham8,instrectL4_1_19,5.926
ham8,instrectL4_11_9,3.242
ham8,instrectL4_1_2,25.045
ham8,instrectL4_12_6,199.994
ham8,instrectL4_1_3,5.171
