ins,model,time,groundsize
instrectSubFourTwo5_4_6,0+,199.995,2751
instrectSubFourTwo5_4_7,1+,153.972,2751
instrectSubFourTwo5_4_9,1+,123.128,2751
instrectSubFourTwo5_51_1,0,74.320,2654
instrectSubFourTwo5_51_5,0,134.887,2653
instrectSubFourTwo5_6_0,1+,141.515,2746
instrectSubFourTwo5_6_12,1+,195.184,2747
instrectSubFourTwo5_61_5,0+,199.992,2630
instrectSubFourTwo5_6_17,1+,154.686,2747
instrectSubFourTwo5_6_6,1+,62.970,2747
instrectSubFourTwo5_6_7,1+,43.349,2747
instrectSubFourTwo5_6_8,1+,88.082,2747
instrectSubFourTwo5_6_9,1+,52.246,2747
instrectSubFourTwo5_8_0,1+,63.696,2742
instrectSubFourTwo5_8_15,1+,92.433,2743
instrectSubFourTwo5_8_16,1+,165.186,2742
instrectSubFourTwo5_8_17,1+,50.926,2742
instrectSubFourTwo5_8_18,1+,54.089,2743
instrectSubFourTwo5_8_4,1+,50.999,2743
instrectSubFourTwo5_8_5,1+,123.805,2743
instrectSubFourTwo5_8_6,1+,79.805,2743
insttrisub300_190_13,1+,95.194,5286
insttrisub300_190_14,1+,145.888,5286
insttrisub300_190_19,1+,157.606,5287
insttrisub300_192_14,1+,58.080,5283
insttrisub300_192_17,1+,56.296,5282
insttrisub300_192_18,1+,48.916,5282
insttrisub300_192_2,1+,109.934,5283
insttrisub300_192_20,1+,109.847,5280
insttrisub300_192_8,1+,105.010,5281
insttrisub300_194_1,1+,42.849,5279
insttrisub300_194_10,1+,42.685,5277
insttrisub300_194_16,1+,50.368,5279
insttrisub300_196_12,1+,71.645,5274
insttrisub300_196_15,1+,92.457,5274
insttrisub300_196_17,1+,108.331,5273
insttrisub300_198_15,1+,100.191,5271
insttrisub300_198_20,1+,57.121,5270
insttrisub300_200_2,1+,45.096,5266
insttrisub300_200_4,1+,59.625,5266
insttrisub300_200_7,1+,95.180,5265
insttrisub300_201_2,1+,115.401,5264
insttrisub300_202_3,1+,86.956,5263
insttrisub300_204_17,1+,113.719,5258
insttrisub300_204_18,1+,62.278,5256
insttrisub300_204_3,1+,51.992,5257
insttrisub300_204_7,1+,151.128,5258
insttrisub300_204_9,1+,44.363,5257
insttrisub300_206_14,1+,40.045,5254
insttrisub300_208_11,1+,153.542,5250
insttrisub300_208_18,1+,123.359,5249
insttrisub300_208_4,1+,111.882,5249
insttrisub300_211_2,1+,43.041,5245
insttrisub300_214_19,1+,43.712,5238
insttrisub300_214_7,1+,53.987,5237
insttrisub300_216_3,1+,56.107,5233
insttrisub300_218_11,1+,61.130,5228
insttrisub300_218_13,1+,40.518,5228
insttrisub300_220_10,1+,44.365,5225
insttrisub300_220_12,1+,148.764,5225
insttrisub300_220_16,1+,41.816,5225
insttrisub300_220_17,1+,115.537,5227
insttrisub300_221_1,1+,57.972,5217
insttrisub300_221_2,1+,108.883,5223
insttrisub300_221_3,1+,105.867,5223
insttrisub300_224_11,1+,128.656,5217
insttrisub300_224_20,1+,118.121,5219
insttrisub300_224_6,1+,57.260,5219
insttrisub300_226_18,1+,58.639,5213
insttrisub300_226_19,1+,91.161,5213
insttrisub300_226_5,1+,163.189,5211
insttrisub300_228_3,1+,111.093,5209
insttrisub300_228_4,1+,170.924,5211
insttrisub300_228_7,1+,137.601,5207
insttrisub300_230_4,1+,78.690,5205
insttrisub300_231_1,1+,97.359,5200
