algorithm,instance_id,runtime
ham4,insttri360_73_2,199.990
ham4,insttri360_81_1,199.978
ham4,insttri360_81_2,199.988
ham4,insttri360_89_1,199.995
ham4,insttri360_89_2,199.989
ham4,insttri360_9_1,199.966
ham4,insttri360_9_2,199.971
ham4,insttri400_1_1,199.977
ham4,insttri400_1_2,199.989
ham4,insttri400_17_1,199.963
ham4,insttri400_17_2,199.995
ham4,insttri400_25_1,199.988
ham4,insttri400_25_2,199.993
ham4,insttri400_33_1,199.989
ham4,insttri400_33_2,199.989
ham4,insttri400_41_1,199.969
ham4,insttri400_41_2,199.990
ham4,insttri400_49_1,199.989
ham4,insttri400_49_2,199.974
ham4,insttri400_57_1,199.995
ham4,insttri400_57_2,199.991
ham4,insttri400_65_1,199.995
ham4,insttri400_65_2,199.988
ham4,insttri400_73_1,199.995
ham4,insttri400_73_2,199.992
ham4,insttri400_81_1,199.959
ham4,insttri400_81_2,199.978
ham4,insttri400_89_1,199.976
ham4,insttri400_89_2,199.990
ham4,insttri400_9_1,199.994
ham4,insttri400_9_2,199.989
ham4,insttri2015_100_10,199.990
ham4,insttri2015_100_20,199.993
ham4,insttri2015_100_26,199.992
ham4,insttri2015_100_28,199.993
ham4,insttri2015_100_29,199.992
ham4,insttri2015_105_11,199.992
ham4,insttri2015_105_23,199.993
ham4,insttri2015_105_25,199.989
ham4,insttri2015_105_27,199.992
ham4,insttri2015_105_29,199.993
ham4,insttri2015_110_11,199.989
ham4,insttri2015_110_14,199.992
ham4,insttri2015_110_23,199.993
ham4,insttri2015_110_28,199.993
ham4,insttri2015_110_29,199.993
ham4,insttri2015_115_14,199.993
ham4,insttri2015_115_18,199.992
ham4,insttri2015_115_23,199.993
ham4,insttri2015_115_25,199.992
ham4,insttri2015_115_27,199.993
ham4,insttri2015_115_29,199.989
ham4,insttri2015_120_12,199.993
ham4,insttri2015_120_20,199.992
ham4,insttri2015_125_12,199.989
ham4,insttri2015_125_17,199.993
ham4,insttri2015_125_22,199.993
ham4,insttri2015_125_26,199.993
ham4,insttri2015_130_23,199.992
ham4,insttri2015_130_28,199.991
ham4,insttri2015_135_18,199.993
ham4,insttri2015_140_16,199.993
ham4,insttri2015_140_17,199.993
ham4,insttri2015_140_21,199.993
ham4,insttri2015_145_12,199.993
ham4,insttri2015_145_13,199.993
ham4,insttri2015_145_15,199.989
ham4,insttri2015_145_19,199.993
ham4,insttri2015_145_21,199.993
ham4,insttri2015_150_12,199.993
ham4,insttri2015_150_15,199.992
ham4,insttri2015_150_29,199.989
ham4,insttri2015_160_10,199.993
ham4,insttri2015_160_16,199.989
ham4,insttri2015_160_29,199.993
ham4,insttri2015_165_10,199.993
ham4,insttri2015_165_17,199.993
ham4,insttri2015_165_25,199.993
ham4,insttri2015_165_27,199.993
ham4,insttri2015_165_28,199.993
ham4,insttri2015_70_18,199.993
ham4,insttri2015_70_24,199.993
ham4,insttri2015_70_26,199.993
ham4,insttri2015_75_11,199.993
ham4,insttri2015_75_16,199.993
ham4,insttri2015_75_19,199.992
ham4,insttri2015_75_24,199.993
ham4,insttri2015_75_26,199.993
ham4,insttri2015_75_27,199.993
ham4,insttri2015_75_28,199.993
ham4,insttri2015_80_10,199.993
ham4,insttri2015_80_11,199.993
ham4,insttri2015_80_15,199.993
ham4,insttri2015_80_18,199.993
ham4,insttri2015_80_25,199.992
ham4,insttri2015_85_12,199.993
ham4,insttri2015_85_15,199.993
ham4,insttri2015_85_20,199.993
ham4,insttri2015_85_24,199.993
ham4,insttri2015_90_10,199.993
ham4,insttri2015_90_11,199.993
ham4,insttri2015_90_21,199.992
ham4,insttri2015_90_27,199.993
ham4,insttri2015_90_28,199.992
ham4,insttri2015_95_12,199.992
ham4,insttri2015_95_13,199.989
ham4,insttri2015_95_15,199.992
ham4,insttri2015_95_17,199.993
ham4,insttri2015_95_18,199.993
ham4,insttri2015_95_24,199.992
ham4,insttri2015_95_28,199.993
ham4,insttri300_101_12,199.995
ham4,insttri300_101_17,199.995
ham4,insttri300_111_4,199.995
ham4,insttri300_111_6,199.994
ham4,insttri300_116_1,199.994
ham4,insttri300_116_10,199.995
ham4,insttri300_116_18,199.995
ham4,insttri300_121_9,199.994
ham4,insttri300_131_15,199.995
ham4,insttri300_136_0,199.995
ham4,insttri300_136_7,199.995
ham4,insttri300_141_13,199.995
ham4,insttri300_141_4,199.991
ham4,insttri300_146_0,199.994
ham4,insttri300_151_0,199.994
ham4,insttri300_151_11,199.994
ham4,insttri300_151_18,199.994
ham4,insttri300_151_4,199.994
ham4,insttri300_156_11,199.990
ham4,insttri300_156_14,199.994
ham4,insttri300_156_15,199.994
ham4,insttri300_156_18,199.995
ham4,insttri300_161_10,199.994
ham4,insttri300_161_16,199.993
ham4,insttri300_161_5,199.994
ham4,insttri300_161_6,199.994
ham4,insttri300_166_10,199.994
ham4,insttri300_166_11,199.994
ham4,insttri300_166_12,199.995
ham4,insttri300_171_18,199.994
ham4,insttri300_171_7,199.995
ham4,insttri300_176_11,199.995
ham4,insttri300_186_14,199.994
ham4,insttri300_186_3,199.995
ham4,insttri300_186_5,199.994
ham4,insttri300_186_7,199.994
ham4,insttri300_191_0,199.994
ham4,insttri300_196_9,199.995
ham4,insttri300_51_6,199.994
ham4,insttri300_56_14,199.994
ham4,insttri300_61_19,199.994
ham4,insttri300_81_4,199.994
ham4,insttri300_81_7,199.994
ham4,insttri300_86_7,199.994
ham4,insttri300_91_17,199.994
ham4,insttri300_96_12,199.994
ham4,instrectL1412_10_41,3.507
ham4,instrectL1412_10_43,21.388
ham4,instrectL1412_10_44,8.441
ham4,instrectL1412_10_49,3.678
ham4,instrectL1412_10_50,33.358
ham4,instrectL1412_10_53,8.529
ham4,instrectL1412_10_59,7.694
ham4,instrectL1412_10_60,13.167
ham4,instrectL1412_10_64,2.178
ham4,instrectL1412_10_67,3.521
ham4,instrectL1412_10_68,7.160
ham4,instrectL1412_10_72,8.540
ham4,instrectL1412_10_74,7.702
ham4,instrectL1412_10_76,16.474
ham4,instrectL1412_10_78,37.013
ham4,instrectL1412_10_79,14.559
ham4,instrectL1412_12_41,1.401
ham4,instrectL1412_12_43,3.777
ham4,instrectL1412_12_48,6.683
ham4,instrectL1412_12_51,2.870
ham4,instrectL1412_12_52,1.864
ham4,instrectL1412_12_54,1.166
ham4,instrectL1412_12_56,5.812
ham4,instrectL1412_12_57,5.082
ham4,instrectL1412_12_59,2.620
ham4,instrectL1412_12_60,18.479
ham4,instrectL1412_12_62,7.652
ham4,instrectL1412_12_66,8.745
ham4,instrectL1412_12_67,3.199
ham4,instrectL1412_12_68,16.702
ham4,instrectL1412_12_69,5.287
ham4,instrectL1412_12_70,5.230
ham4,instrectL1412_12_71,21.428
ham4,instrectL1412_12_73,14.473
ham4,instrectL1412_12_75,7.130
ham4,instrectL1412_14_41,23.260
ham4,instrectL1412_14_47,2.944
ham4,instrectL1412_14_48,13.126
ham4,instrectL1412_14_53,2.975
ham4,instrectL1412_14_58,18.850
ham4,instrectL1412_14_59,5.947
ham4,instrectL1412_14_60,31.204
ham4,instrectL1412_14_64,30.529
ham4,instrectL1412_14_65,16.598
ham4,instrectL1412_14_66,2.177
ham4,instrectL1412_14_69,6.568
ham4,instrectL1412_14_70,22.258
ham4,instrectL1412_14_74,12.821
ham4,instrectL1412_14_76,14.924
ham4,instrectL1412_16_41,8.980
ham4,instrectL1412_16_44,19.753
ham4,instrectL1412_16_47,59.242
ham4,instrectL1412_16_48,3.070
ham4,instrectL1412_16_49,33.994
ham4,instrectL1412_16_52,5.422
ham4,instrectL1412_16_53,16.677
ham4,instrectL1412_16_54,199.995
ham4,instrectL1412_16_66,39.479
ham4,instrectL1412_16_68,14.790
ham4,instrectL1412_16_77,5.674
ham4,instrectL1412_16_79,13.653
ham4,instrectL1412_18_40,1.316
ham4,instrectL1412_18_42,1.471
ham4,instrectL1412_18_61,0.828
ham4,instrectL1412_18_65,34.418
ham4,instrectL1412_18_71,6.149
ham4,instrectL1412_18_73,6.366
ham4,instrectL1412_18_75,23.866
ham4,instrectL1412_18_79,5.028
ham4,instrectL1412_20_47,13.197
ham4,instrectL1412_20_50,5.962
ham4,instrectL1412_20_54,53.520
ham4,instrectL1412_20_62,3.649
ham4,instrectL1412_20_64,141.700
ham4,instrectL1412_20_67,1.543
ham4,instrectL1412_20_70,8.780
ham4,instrectL1412_20_72,11.621
ham4,instrectL1412_20_76,3.001
ham4,instrectL1412_22_41,17.764
ham4,instrectL1412_22_45,4.169
ham4,instrectL1412_22_51,0.992
ham4,instrectL1412_22_53,3.374
ham4,instrectL1412_22_61,0.331
ham4,instrectL1412_22_65,4.839
ham4,instrectL1412_22_67,14.294
ham4,instrectL1412_22_71,12.624
ham4,instrectL1412_22_77,5.662
ham4,instrectL1412_22_79,2.862
ham4,instrectL1412_24_41,14.854
ham4,instrectL1412_24_43,7.869
ham4,instrectL1412_24_51,5.466
ham4,instrectL1412_24_66,22.071
ham4,instrectL1412_24_68,2.815
ham4,instrectL1412_24_69,4.770
ham4,instrectL1412_24_73,13.937
ham4,instrectL1412_24_76,13.455
ham4,instrectL1412_24_77,7.839
ham4,instrectL1412_26_46,8.354
ham4,instrectL1412_26_49,55.567
ham4,instrectL1412_26_54,3.100
ham4,instrectL1412_26_55,8.873
ham4,instrectL1412_26_57,5.448
ham4,instrectL1412_26_61,1.232
ham4,instrectL1412_26_69,2.559
ham4,instrectL1412_26_77,0.307
ham4,instrectL1412_28_40,6.859
ham4,instrectL1412_28_41,21.742
ham4,instrectL1412_28_43,0.521
ham4,instrectL1412_28_45,9.054
ham4,instrectL1412_28_46,2.366
ham4,instrectL1412_28_47,12.666
ham4,instrectL1412_28_50,2.701
ham4,instrectL1412_28_55,0.346
ham4,instrectL1412_28_57,1.555
ham4,instrectL1412_28_58,14.498
ham4,instrectL1412_28_59,42.294
ham4,instrectL1412_28_61,19.373
ham4,instrectL1412_28_64,17.283
ham4,instrectL1412_28_67,37.072
ham4,instrectL1412_28_70,10.669
ham4,instrectL1412_28_71,14.171
ham4,instrectL1412_28_74,15.299
ham4,instrectL1412_28_76,63.081
ham4,instrectL1412_28_79,17.905
ham4,instrectL1412_30_43,2.589
ham4,instrectL1412_30_52,2.627
ham4,instrectL1412_30_61,13.539
ham4,instrectL1412_30_64,2.525
ham4,instrectL1412_30_77,0.537
ham4,instrectL1412_32_70,4.732
ham4,instrectL1412_34_48,5.317
ham4,instrectL1412_34_52,8.030
ham4,instrectL1412_34_69,24.235
ham4,instrectL1412_36_41,2.862
ham4,instrectL1412_36_43,5.624
ham4,instrectL1412_36_55,17.771
ham4,instrectL1412_36_56,24.134
ham4,instrectL1412_36_70,2.111
ham4,instrectL1412_36_74,13.955
ham4,instrectL1412_36_78,18.970
ham4,instrectL1412_38_40,10.409
ham4,instrectL1412_38_48,2.584
ham4,instrectL1412_38_68,2.426
ham4,instrectL1412_38_72,50.236
ham4,instrectL1412_38_75,2.976
ham4,instrectL1412_42_71,1.241
ham4,instrectL1412_44_40,23.218
ham4,instrectL1412_46_49,199.996
ham4,instrectL1412_46_76,14.481
ham4,instrectL1412_48_62,7.034
ham4,instrectL1412_50_57,69.331
ham4,instrectL1412_50_72,81.753
ham4,instrectL1412_52_58,18.185
ham4,instrectL1412_54_43,74.041
ham4,instrectL1412_54_61,83.959
ham4,instrectL1412_54_69,163.395
ham4,instrectL1412_56_42,156.001
ham4,instrectL1412_56_59,199.995
ham4,instrectL1412_58_52,0.593
ham4,instrectL1412_58_60,39.179
ham4,instrectL1412_58_66,199.995
ham4,instrectL1412_60_62,92.446
ham4,instrectL1412_60_75,40.399
ham4,instrectL1412_62_65,76.797
ham4,instrectL1412_62_75,199.995
ham4,instrectL1412_64_47,88.854
ham4,instrectL1412_64_51,56.385
ham4,instrectL1412_64_67,83.338
ham4,instrectL1412_66_77,199.996
ham4,instrectL1412_68_52,42.723
ham4,instrectL1412_68_63,74.523
ham4,instrectL1412_70_67,39.712
ham4,instrectL1412_72_72,199.996
ham4,instrectL1412_74_63,53.003
ham4,instrectL1412_78_41,63.970
ham4,instrectL1412_78_79,50.080
ham4,instcross10_30_28.csv,199.988
ham4,instcross10_35_0.csv,199.986
ham4,instcross10_35_11.csv,199.991
ham4,instcross10_35_6.csv,199.991
ham4,instcross10_38_29.csv,199.990
ham4,instcross10_38_3.csv,199.990
ham4,instcross10_41_15.csv,199.989
ham4,instcross10_41_17.csv,199.989
ham4,instcross10_41_25.csv,199.990
ham4,instcross10_41_26.csv,199.989
ham4,instcross10_44_15.csv,199.984
ham4,instcross10_44_16.csv,199.990
ham4,instcross10_44_20.csv,172.847
ham4,instcross10_44_24.csv,199.988
ham4,instcross10_44_28.csv,199.991
ham4,instcross10_44_3.csv,199.985
ham4,instcross10_45_15.csv,199.987
ham4,instcross10_47_25.csv,199.985
ham4,instcross10_47_6.csv,199.990
ham4,instcross10_50_1.csv,199.991
ham4,instcross10_50_21.csv,199.992
ham4,instcross10_50_23.csv,199.991
ham4,instcross10_50_29.csv,199.993
ham4,instcross10_50_5.csv,199.991
ham4,instcross10_50_9.csv,199.988
ham4,instcross10_55_0.csv,199.986
ham4,instcross10_55_10.csv,199.990
ham4,instcross10_55_1.csv,199.991
ham4,instcross10_60_7.csv,199.989
ham4,instcross10_60_9.csv,199.993
ham4,instcross10_65_19.csv,199.990
ham4,instcross10_65_3.csv,199.991
ham4,instcross10_65_9.csv,199.991
ham4,instcross10_70_29.csv,199.993
ham4,instcross10_75_27.csv,199.991
ham4,instcross10_75_9.csv,123.913
ham4,instcross10_80_5.csv,199.984
ham4,instcross6_30_0.csv,199.993
ham4,instcross6_30_14.csv,199.994
ham4,instcross6_30_24.csv,199.994
ham4,instcross6_30_4.csv,199.993
ham4,instcross6_31_23.csv,199.994
ham4,instcross6_31_7.csv,170.388
ham4,instcross6_32_1.csv,199.994
ham4,instcross6_32_21.csv,51.171
ham4,instcross6_32_25.csv,199.989
ham4,instcross6_32_26.csv,199.993
ham4,instcross6_32_4.csv,13.600
ham4,instcross6_33_0.csv,125.930
ham4,instcross6_33_17.csv,96.282
ham4,instcross6_33_3.csv,97.907
ham4,instcross6_34_29.csv,199.994
ham4,instcross6_35_0.csv,55.328
ham4,instcross6_35_11.csv,199.992
ham4,instcross6_35_29.csv,80.606
ham4,instcross6_36_0.csv,144.673
ham4,instcross6_36_17.csv,86.706
ham4,instcross6_36_20.csv,119.074
ham4,instcross6_36_2.csv,86.968
